/blogs/code-examples,/
/blogs/examples-and-case-studies/aggregated-quotes-landing-page,/reports/wallet-data-user-guide
/blogs/code-examples/cryptocurrency-portfolio-valuation,/
/blogs/examples-and-case-studies/cryptocurrency-portfolio-valuation,/
/blogs/examples-and-case-studies/cryptocurrency-value-at-risk-var,/reports/value-at-risk-case-study
/blogs/examples-and-case-studies/how-messari-built-the-leading-cryptocurrency-aggregator-with-kaiko-data,/
/blogs/examples-and-case-studies/how-to-leverage-cryptocurrency-market-data-to-backtest-trading-strategies,/
/blogs/examples-and-case-studies/implied-volatility-for-crypto-assets,/reports/implied-volatility-case-study
/blogs/examples-and-case-studies,/use-cases
/blogs/latest-news,/news
/cart,/
/blogs/examples-and-case-studies/real-time-data-feeds-for-regulatory-compliant-indices,/delivery/kaiko-stream
/blogs/latest-news/academic-research-powered-by-kaiko-a-year-in-review,/
/blogs/latest-news/api-case-study-clustering-digital-assets-with-synergycrowds,/
/blogs/latest-news/api-deep-dive-aggregated-price-across-exchanges,/
/blogs/latest-news/api-update-order-book-snapshots-and-quotes-now-available,/
/blogs/latest-news/bi-weekly-newsletter-introducing-kaikos-cryptocurrency-data-feed,/newsletters
/blogs/latest-news/call-for-papers-the-first-cryptoeconomics-research-prize,/
/blogs/latest-news/bso-and-kaiko-partner-to-deliver-real-time-low-latency-cryptocurrency-market-data,/
/blogs/latest-news/case-study-why-cryptio-chose-kaiko-as-their-preferred-api-platform,/
/blogs/latest-news/crypto-s-big-data-problem,/news
/blogs/latest-news/cryptocurrency-market-data-api-now-live,/delivery/cryptocurrency-rest-api
/blogs/latest-news/full-summary-bitwise-report-using-kaiko-cryptocurrency-market-data,/
/blogs/latest-news/exchange-integration-crypto-facilities-added-to-data-collection,/
/blogs/latest-news/happy-holidays-from-kaiko-a-year-in-review,/
/blogs/latest-news/kaiko-and-coinfloor-partner-to-provide-institutional-grade-cryptocurrency-market-data,/
/blogs/latest-news/kaiko-and-chainlink-present-smart-contract-and-decentralized-oracle-demo,/
/blogs/latest-news/kaiko-and-lgo-markets-partner-to-provide-high-quality-cryptocurrency-market-data,/
/blogs/latest-news/kaiko-and-sanostro-form-partnership-to-deliver-cryptocurrency-market-and-signal-data-to-institutional-investors,/
/blogs/latest-news/kaiko-becomes-an-associated-founding-member-of-international-token-standardization-association-itsa-e-v,/
/blogs/latest-news/kaiko-becomes-official-node-operator-and-data-provider-for-chainlink-s-network-of-decentralized-oracles,/
/blogs/latest-news/kaiko-bi-weekly-newsletter-december-5-2018,/
/blogs/latest-news/kaiko-data-powers-historical-backesting-on-coinrule-platform,/
/blogs/latest-news/kaiko-instrument-explorer-mapping-standardized-pairs-across-exchanges,/
/blogs/latest-news/kaiko-bitcoin-cash-hard-fork-update,/
/blogs/latest-news/kaiko-market-data-supports-academic-research-on-bitcoin-pricing,/
/blogs/latest-news/kaiko-market-data-supports-chainalysis-report-on-tether,/
/blogs/latest-news/kaiko-market-data-supports-massey-university-report-on-bitcoin-liquidity,/
/blogs/latest-news/kaiko-market-data-supports-mit-lse-research,/
/blogs/latest-news/kaiko-market-data-supports-research-on-pump-and-dump-schemes,/
/blogs/latest-news/kaiko-market-update-december-14,/
/blogs/latest-news/kaiko-newsletter-consensus-invest-partnerships-and-academic-research,/newsletters
/blogs/latest-news/kaiko-newsletter-partnerships-conferences-and-more-market-data,/
/blogs/latest-news/kaiko-partners-with-chainlink-to-bring-cryptocurrency-market-data-to-smart-contracts,/
/blogs/latest-news/kaiko-partners-with-cryptio-to-power-cryptocurrency-accounting-tools,/use-cases/tax-audit-and-accounting
/blogs/latest-news/kaiko-presents-an-evening-of-blockchain-and-cryptocurrency-research,/
/blogs/latest-news/kaiko-shortlisted-for-two-fstech-awards,/
/blogs/latest-news/press-release-kaiko-partners-with-truedigital-to-distribute-otc-reference-rates,/products/rates-and-indices/kaiko-digital-asset-rates/reference-rates
/blogs/latest-news/product-update-deribit-added-to-data-collection,/
/blogs/latest-news/product-update-spot-price-api-endpoint-and-instrument-selection-tool,/
/blogs/latest-news/the-inevitability-of-institutional-crypto,/news/bridging-the-future-exploring-cryptos-institutional-evolution-at-the-point-zero-forum
/blogs/latest-news/tokenomics-2019-roundup,/
/blogs/latest-news/what-is-otc-cryptocurrency-trading,/products/market-data/order-books
/blogs/latest-news/why-normalizing-cryptocurrency-trade-data-is-so-difficult,/
/collections/acx-cryptocurrency-historical-data,/products
/collections,/products
/collections/all-exchanges,/products
/collections/all,/products
/collections/all-exchanges/products/all-exchanges-historical-10-order-books,/products
/collections/all-exchanges/products/all-exchanges-ohlcv-data,/products
/collections/all-exchanges/products/all-exchanges-vwap-data,/products
/collections/all-exchanges/products/trades,/products
/collections/all/gemini,/products
/collections/all/huobi,/products
/collections/assets,/products
/collections/exchanges-trade-data/products/bitflyer-historical-trade-data,/products
/collections/bequant-exchange-cryptocurrency-historical-data,/products
/collections/exchanges-trade-data/products/bitfinex-historical-trade-data,/products
/collections/exchanges-trade-data/products/bittrex-historical-trade-data,/products
/collections/exchanges-trade-data/products/gatecoin-historical-trade-data,/products
/collections/bibox-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bigone-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/binance,/products/market-data/trade-data
/collections/binance-dex-cryptocurrency-historical-data,/products/market-data/order-books
/collections/binance/products/binance-10-order-books,/products/market-data/order-books
/collections/binance/products/binance-historical-trade-data,/products/market-data/trade-data
/collections/binance/products/binance-ohlcv-trade-data,/products/market-data/trade-data
/collections/binance/products/binance-vwap-trade-data,/products/market-data/trade-data
/collections/bit-z-exchange-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bit-z-exchange-cryptocurrency-historical-data/bit-z,/products/market-data/trade-data
/collections/bit-z-exchange-cryptocurrency-historical-data/products/bit-z-10-order-books,/products/market-data/order-books
/collections/bit-z-exchange-cryptocurrency-historical-data/products/bit-z-ohlcv-trade-data,/products/market-data/trade-data
/collections/bit-z-exchange-cryptocurrency-historical-data/products/bit-z-trade-data,/products/market-data/trade-data
/collections/bit2c-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bit-z-exchange-cryptocurrency-historical-data/products/bit-z-vwap-trade-data,/products/market-data/trade-data
/collections/bitbank-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bitbay-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bitcoin-cash-historical-data,/products/market-data/trade-data
/collections/bitcoin-historical-data/products/bitcoin-historical-10-order-book-btc-usd-and-btc-usdt-1,/collections/bequant-exchange-cryptocurrency-historical-data
/collections/bitcoin-historical-data,/products/market-data/trade-data
/collections/bitcoin-historical-data/products/bitcoin-historical-ohlcv-btc-usd-and-btc-usdt,/products/market-data/trade-data
/collections/bitcoin-historical-data/products/bitcoin-historical-trade-data-btc-usd-and-btc-usdt,/products/market-data/trade-data
/collections/bitcoin-historical-data/products/bitcoin-vwap-trade-data-btc-usd-and-btc-usdt,/products/market-data/trade-data
/collections/bitfinex,/products/market-data/trade-data
/collections/bitfinex/products/bitfinex-10-historical-order-books,/products/market-data/order-books
/collections/bitfinex/products/bitfinex-historical-trade-data,/products/market-data/trade-data
/collections/bitfinex/products/bitfinex-ohlcv-trade-data,/products/market-data/trade-data
/collections/bitfinex/products/bitfinex-vwap-trade-data,/products/market-data/trade-data
/collections/bitflyer,/products/market-data/trade-data
/collections/bitflyer/products/bitflyer-historical-trade-data,/products/market-data/trade-data
/collections/bitflyer/products/bitflyer-ohlcv-trade-data,/products/market-data/trade-data
/collections/bitflyer/products/bitflyer-vwap-trade-data,/products/market-data/trade-data
/collections/bitflyer/products/copy-of-bitflyer-historical-10-order-books,/products/market-data/order-books
/collections/bitforex-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bithumb,/products/market-data/trade-data
/collections/bithumb/products/bithumb-historical-10-order-books,/products/market-data/order-books
/collections/bithumb/products/bithumb-historical-trade-data,/products/market-data/trade-data
/collections/bithumb/products/bithumb-ohlcv-trade-data,/products/market-data/trade-data
/collections/bitlish-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bitmex-exchange-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bitmex-exchange-cryptocurrency-historical-data/products/bitmex-10-order-book,/products/market-data/order-books
/collections/bitmex-exchange-cryptocurrency-historical-data/products/bitmex-ohlcv-trade-data,/products/market-data/trade-data
/collections/bithumb/products/bithumb-ohlcv-trade-data-1,/products/market-data/trade-data
/collections/bitmex-exchange-cryptocurrency-historical-data/products/bitmex-vwap-trade-data,/products/market-data/trade-data
/collections/bitstamp,/products/market-data/trade-data
/collections/bittrex,/products/market-data/trade-data
/collections/bitmex-exchange-cryptocurrency-historical-data/products/bitmex-trade-data,/products/market-data/trade-data
/collections/bitso-exchange-cryptocurrency-historical-data,/products/market-data/trade-data
/collections/bittrex/products/bittrex-historical-trade-data,/products/market-data/trade-data
/collections/bittrex/products/bittrex-historical-10-order-books,/products/market-data/order-books
/collections/bittrex/products/bittrex-ohlcv-trade-data,/products/market-data/trade-data
/collections/bittrex/products/bittrex-vwap-trade-data,/products/market-data/trade-data
/collections/btc-e,/products/market-data/trade-data
/collections/btc-e/exchanges,/products/market-data/trade-data
/collections/btc-e/products/btc-e-historical-10-order-books,/products/market-data/order-books
/collections/btc-e/btc-e,/products/market-data/trade-data
/collections/btc-e/products/btc-e-historical-trade-data,/products/market-data/trade-data
/collections/btc-e/products/btc-e-vwap-trade-data,/products/market-data/trade-data
/collections/btc-e/products/btce-ohlcv-trade-data,/products/market-data/trade-data
/collections/btc38/products/btc38-historical-10-order-books,/products/market-data/order-books
/collections/btc38,/products/market-data/trade-data
/collections/btc38/products/btc38-historical-trade-data,/products/market-data/trade-data
/collections/btc38/products/btc38-vwap-trade-data,/products/market-data/trade-data
/collections/btc38/products/btc38-ohlcv-trade-data,/products/market-data/trade-data
/collections/btcbox,/products/market-data/trade-data
/collections/btcbox/products/btcbox-historical-10-order-books-1,/products/market-data/order-books
/collections/btcbox/products/btcbox-historical-trade-data,/products/market-data/trade-data
/collections/btcbox/products/btcbox-ohlcv-trade-data,/products/market-data/trade-data
/collections/btcbox/products/btcbox-vwap-trade-data,/products/market-data/trade-data
/collections/btcchina/btcc,/products/market-data/trade-data
/collections/btcchina/products/btcc-historical-10-order-books,/products/market-data/order-books
/collections/btcchina/products/btcc-historical-trade-data,/products/market-data/trade-data
/collections/btcchina,/products/market-data/trade-data
